id,display_name,implemented_in_aimux,provider_kind,tier,protocol,openai_compatible,sources,base_urls,model_count,capabilities,audit_projects,audit_count,integration_candidate
kimi,Kimi,False,model_vendor,unknown,unknown,,,,0,chat,agent-of-empires;ai;aiproxy;APIPark;awaken;axonhub;chats;cline;coai;continue;ferro-ai-gateway;higress;langchain;litellm;llm-connector;llmgateway;llmrust;manifest;mastra;new-api;oh-my-opencode-slim;one-api;one-hub;opencode;opencodex;OpenHands;otari;pi;plano;portkey-gateway;pydantic-ai;rig;Roo-Code;rust-genai;unia,43,
kimi_for_coding,Kimi For Coding,False,model_vendor,unknown,unknown,,,https://api.kimi.com/coding/v1,4,chat,agent-of-empires;ai;aiproxy;APIPark;awaken;axonhub;chats;cline;coai;continue;ferro-ai-gateway;higress;langchain;litellm;llm-connector;llmgateway;llmrust;manifest;mastra;new-api;oh-my-opencode-slim;one-api;one-hub;opencode;opencodex;OpenHands;otari;pi;plano;portkey-gateway;pydantic-ai;rig;Roo-Code;rust-genai;unia,43,
kling,Kling,False,model_vendor,unknown,unknown,,,https://api.klingai.com,0,chat,new-api;one-hub,2,
kuae_cloud_coding_plan,KUAE Cloud Coding Plan,False,model_vendor,unknown,unknown,,,https://coding-plan-endpoint.kuaecloud.net/v1,1,chat,mastra;opencode,2,
lambda_ai,Lambda AI,True,model_vendor,L2,openai,True,,,20,chat,litellm,1,
lemonade,Lemonade,False,model_vendor,unknown,unknown,,,,5,chat,continue;litellm,2,
libertai,Libertai,False,model_vendor,L2,openai,True,,,12,chat;embedding,litellm,1,
lilac,Lilac,False,model_vendor,unknown,unknown,,,https://api.getlilac.com/v1,6,chat,mastra;opencode,2,
lingyiwanwu,LingYiWanWu,True,model_vendor,unknown,unknown,,,https://api.lingyiwanwu.com,0,chat,aiproxy;new-api;one-api,3,
linkup,Linkup,False,model_vendor,L3,unknown,,,,2,search,litellm,1,
litellm_proxy,Litellm Proxy,True,gateway_aggregator,L4,mixed,True,,,0,chat,cline;haystack;instructor;langchain;litellm;llama_index;opencodex;OpenHands;pydantic-ai;Roo-Code;textgrad,11,
llama,Llama,False,model_vendor,unknown,unknown,,,https://api.llama.com/compat/v1,7,chat,mastra;opencode,2,
llamafile,Llamafile,True,local_runtime,L2,openai,True,,,0,chat,continue;langchaingo;litellm;llama_index;otari;rig,6,
llamagate,Llamagate,False,model_vendor,unknown,unknown,,,,16,chat;embedding,,,
llmgateway,LLM Gateway,False,gateway_aggregator,unknown,unknown,,,https://api.llmgateway.io/v1,224,chat,llmgateway;mastra;opencode,3,
llmtr,LLMTR,False,model_vendor,unknown,unknown,,,https://llmtr.com/v1,6,chat,mastra;opencode,2,
lmstudio,LMStudio,True,local_runtime,L2,openai,True,,http://127.0.0.1:1234/v1,3,chat,aider;aisuite;APIPark;cline;codex;continue;edgequake-llm;langchain-swift;litellm;llama_index;manifest;mastra;multi-llm;opencode;opencodex;otari;outlines;Roo-Code,18,
longcat,LongCat,True,model_vendor,unknown,unknown,,,https://api.longcat.chat/openai,1,chat,axonhub;cc-switch;llm-connector;mastra;opencode,5,
lucidquery,LucidQuery,False,model_vendor,unknown,unknown,,,https://api.lucidquery.com/v1;https://lucidquery.com/api/v1,4,chat,mastra;opencode,2,
lynkr,Lynkr,False,local_runtime,unknown,unknown,,,http://127.0.0.1:8081/v1,1,chat,mastra;opencode,2,
maritalk,Maritalk,False,model_vendor,unknown,unknown,,,,0,chat,litellm;llama_index,2,
meganova,Meganova,False,model_vendor,unknown,unknown,,,https://api.meganova.ai/v1,19,chat,mastra;opencode,2,
merge_gateway,Merge Gateway,False,model_vendor,unknown,unknown,,,,83,chat,opencode,1,
meta,Meta,False,model_vendor,L2,openai,True,,https://api.meta.ai/v1,2,chat,haystack;langchain;litellm;llama_index;llmgateway;mastra;opencode;plano,9,
meta_llama,Meta Llama,True,model_vendor,L2,openai,True,,,4,chat,haystack;langchain;litellm;llama_index;llmgateway;mastra;opencode;plano,9,
midjourney,Midjourney,False,modal_service,unknown,unknown,,,https://oa.api2d.net,0,chat,coai;one-hub,2,
midjourney_plus,MidjourneyPlus,False,model_vendor,unknown,unknown,,,https://api.openai-sb.com,0,chat,,,
mimo,Mimo,False,model_vendor,unknown,unknown,,,,0,chat,awaken;continue;rust-genai,3,
minimax,MiniMax (minimax.io),True,model_vendor,unknown,unknown,,,https://api.minimax.chat;https://api.minimax.io/anthropic/v1,17,audio_speech;chat,ai;aiproxy;APIPark;awaken;axonhub;ccs-nicremo;chats;cline;continue;higress;litellm;llama_index;llm-connector;llmgateway;manifest;mastra;new-api;one-api;one-hub;opencode;opencodex;OpenHands;otari;pi;plano;rig;Roo-Code;rust-genai;simple-one-api,37,
minimax_cn,MiniMax (minimaxi.com),False,model_vendor,unknown,unknown,,,https://api.minimaxi.com/anthropic/v1,7,chat,ai;aiproxy;APIPark;awaken;axonhub;ccs-nicremo;chats;cline;continue;higress;litellm;llama_index;llm-connector;llmgateway;manifest;mastra;new-api;one-api;one-hub;opencode;opencodex;OpenHands;otari;pi;plano;rig;Roo-Code;rust-genai;simple-one-api,37,
minimax_cn_coding_plan,MiniMax Token Plan (minimaxi.com),False,model_vendor,unknown,unknown,,,https://api.minimaxi.com/anthropic/v1,7,chat,ai;aiproxy;APIPark;awaken;axonhub;ccs-nicremo;chats;cline;continue;higress;litellm;llama_index;llm-connector;llmgateway;manifest;mastra;new-api;one-api;one-hub;opencode;opencodex;OpenHands;otari;pi;plano;rig;Roo-Code;rust-genai;simple-one-api,37,
minimax_coding_plan,MiniMax Token Plan (minimax.io),False,model_vendor,unknown,unknown,,,https://api.minimax.io/anthropic/v1,7,chat,ai;aiproxy;APIPark;awaken;axonhub;ccs-nicremo;chats;cline;continue;higress;litellm;llama_index;llm-connector;llmgateway;manifest;mastra;new-api;one-api;one-hub;opencode;opencodex;OpenHands;otari;pi;plano;rig;Roo-Code;rust-genai;simple-one-api,37,
mistral,Mistral,True,model_vendor,L1,mistral,False,,https://api.mistral.ai;https://api.mistral.ai/v1,89,chat;embedding;other,agentsdk;ai;aider;aiproxy;aisuite;APIPark;bifrost;claude-code-router;cline;continue;edgequake-llm;envoy-ai-gateway;ferro-ai-gateway;graniet-llm;haystack;helicone-ai-gateway;higress;instructor;langchain;langchain4j;langchaingo;langchainjs;litellm;llama_index;LlamaIndexTS;llmgateway;manifest;mastra;new-api;one-api;one-hub;opencode;opencodex;OpenGateLLM;OpenHands;otari;outlines;pi;plano;portkey-gateway;pydantic-ai;rig;rllm;Roo-Code;semantic-kernel;spring-ai;tensorzero;unia,48,
mixlayer,Mixlayer,False,model_vendor,unknown,unknown,,,https://models.mixlayer.ai/v1,5,chat,mastra;opencode,2,
moark,Moark,False,model_vendor,unknown,unknown,,,https://moark.com/v1,2,chat,mastra;opencode,2,
model_oracle_ai,Model Oracle AI,False,model_vendor,unknown,unknown,,,https://api.modeloracle.com/api/v1,15,chat,mastra;opencode,2,
modelscope,ModelScope,True,model_vendor,L2,openai,True,,https://api-inference.modelscope.cn/v1,7,chat,axonhub;cc-switch;langchain;litellm;llama_index;mastra;opencode,7,
moka_ai,MokaAI,False,model_vendor,unknown,unknown,,,https://api.moka.ai,0,chat,,,
moonshotai,Moonshot AI,True,model_vendor,L2,openai,True,,https://api.moonshot.ai/anthropic/v1;https://api.moonshot.ai/v1;https://api.moonshot.cn;https://api.moonshot.cn/v1,41,chat,agent-of-empires;ai;aiproxy;APIPark;awaken;axonhub;chats;cline;coai;continue;ferro-ai-gateway;higress;langchain;litellm;llm-connector;llmgateway;llmrust;manifest;mastra;new-api;oh-my-opencode-slim;one-api;one-hub;opencode;opencodex;OpenHands;otari;pi;plano;portkey-gateway;pydantic-ai;rig;Roo-Code;rust-genai;unia,43,
moonshotai_cn,Moonshot AI (China),False,model_vendor,unknown,unknown,,,https://api.moonshot.cn/anthropic/v1,10,chat,agent-of-empires;ai;aiproxy;APIPark;awaken;axonhub;chats;cline;coai;continue;ferro-ai-gateway;higress;langchain;litellm;llm-connector;llmgateway;llmrust;manifest;mastra;new-api;oh-my-opencode-slim;one-api;one-hub;opencode;opencodex;OpenHands;otari;pi;plano;portkey-gateway;pydantic-ai;rig;Roo-Code;rust-genai;unia,43,
morph,Morph,True,model_vendor,L2,openai,True,,https://api.morphllm.com/v1,5,chat,litellm;mastra;opencode,3,
nanogpt,NanoGPT,True,model_vendor,L2,openai,True,,https://nano-gpt.com/api/v1,617,chat;image_generation,axonhub;litellm;llmgateway;mastra;opencode;opencodex,6,
nearai,NEAR AI Cloud,False,model_vendor,unknown,unknown,,,https://cloud-api.near.ai/v1,37,chat;embedding;rerank,mastra;opencode,2,
nebius,Nebius Token Factory,True,deployment_platform,L2,openai,True,,https://api.tokenfactory.nebius.com/v1,63,chat;embedding,aisuite;awaken;bifrost;cline;continue;langchain;litellm;llama_index;llmgateway;mastra;opencode;otari;portkey-gateway;pydantic-ai;rust-genai,15,
neon,Neon,False,model_vendor,unknown,unknown,,,,37,chat,mastra;opencode,2,
netlify,Netlify,False,model_vendor,unknown,unknown,,,,68,chat,mastra,1,
neuralwatt,Neuralwatt,False,model_vendor,unknown,unknown,,,https://api.neuralwatt.com/v1,24,chat,langchain;mastra;opencode;opencodex,4,
new_api,New API,False,gateway_aggregator,unknown,unknown,,,,0,chat,new-api,1,
nlp_cloud,NLP Cloud,True,model_vendor,unknown,unknown,,,,2,chat;completion,litellm,1,
nova,Nova,False,model_vendor,unknown,unknown,,,https://api.nova.amazon.com/v1,2,chat,mastra;opencode,2,
novita,NovitaAI,True,model_vendor,L2,openai,True,,https://api.novita.ai/openai,192,chat;embedding;rerank,aiproxy;APIPark;cc-switch;chats;continue;ferro-ai-gateway;litellm;llama_index;llmgateway;mastra;one-api;opencode;portkey-gateway,13,
nscale,Nscale,True,model_vendor,L2,openai,True,,,16,chat;image_generation,litellm;portkey-gateway,2,
nvidia_nim,Nvidia,True,model_vendor,L2,openai,True,,https://integrate.api.nvidia.com/v1,107,chat;embedding;image_generation;rerank,APIPark;AutoGPT;cc-switch;claude-code-router;continue;edgequake-llm;ferro-ai-gateway;haystack;langchain;litellm;llama_index;manifest;mastra;oh-my-opencode-slim;opencode;opencodex;OpenHands;pi;semantic-kernel;simple-one-api,20,
oci,OCI,False,model_vendor,unknown,unknown,,,,44,chat;embedding,litellm,1,
ofox,Ofox,False,model_vendor,unknown,unknown,,,https://api.ofox.ai/v1,13,chat,mastra;opencode,2,
ohmygpt,OhMyGPT,True,model_vendor,unknown,unknown,,,https://api.ohmygpt.com,0,chat,one-api,1,
ollama,Ollama Cloud,True,local_runtime,L2,openai,True,,http://localhost:11434;https://ollama.com/v1,590,chat;completion;embedding,agentsdk;aider;aiproxy;aisuite;APIPark;async-openai;autogen;AutoGPT;awaken;axonhub;bifrost;chats;cline;codex;continue;crewAI;dotnet-extensions;dspy;edgequake-llm;eino;ferro-ai-gateway;graniet-llm;haystack;helicone-ai-gateway;higress;instructor;instructor-go;langchain;langchain4j;LangChain-csharp;langchaingo;langchainjs;langchain-rust;langchain-swift;litellm;llama_index;LlamaIndexTS;llm-connector;llmrust;manifest;mastra;mirascope;multi-llm;new-api;ollama-rs;one-api;one-hub;opencode;opencodex;OpenHands;otari;outlines;plano;portkey-gateway;pydantic-ai;rig;rllm;Roo-Code;rust-genai;semantic-kernel;simple-one-api;smg;spring-ai;swiftide;textgrad;unia,73,
ollama_chat,Ollama Chat,False,model_vendor,unknown,unknown,,,,0,chat,agentsdk;aider;aiproxy;aisuite;APIPark;async-openai;autogen;AutoGPT;awaken;axonhub;bifrost;chats;cline;codex;continue;crewAI;dotnet-extensions;dspy;edgequake-llm;eino;ferro-ai-gateway;graniet-llm;haystack;helicone-ai-gateway;higress;instructor;instructor-go;langchain;langchain4j;LangChain-csharp;langchaingo;langchainjs;langchain-rust;langchain-swift;litellm;llama_index;LlamaIndexTS;llm-connector;llmrust;manifest;mastra;mirascope;multi-llm;new-api;ollama-rs;one-api;one-hub;opencode;opencodex;OpenHands;otari;outlines;plano;portkey-gateway;pydantic-ai;rig;rllm;Roo-Code;rust-genai;semantic-kernel;simple-one-api;smg;spring-ai;swiftide;textgrad;unia,73,
ollama_cloud,Ollama Cloud,True,model_vendor,L2,openai,True,,https://ollama.com/v1,19,chat,agentsdk;aider;aiproxy;aisuite;APIPark;async-openai;autogen;AutoGPT;awaken;axonhub;bifrost;chats;cline;codex;continue;crewAI;dotnet-extensions;dspy;edgequake-llm;eino;ferro-ai-gateway;graniet-llm;haystack;helicone-ai-gateway;higress;instructor;instructor-go;langchain;langchain4j;LangChain-csharp;langchaingo;langchainjs;langchain-rust;langchain-swift;litellm;llama_index;LlamaIndexTS;llm-connector;llmrust;manifest;mastra;mirascope;multi-llm;new-api;ollama-rs;one-api;one-hub;opencode;opencodex;OpenHands;otari;outlines;plano;portkey-gateway;pydantic-ai;rig;rllm;Roo-Code;rust-genai;semantic-kernel;simple-one-api;smg;spring-ai;swiftide;textgrad;unia,73,
omlx,Omlx,True,local_runtime,L2,openai,True,,,0,chat,awaken;edgequake-llm;rust-genai,3,
oobabooga,Oobabooga,False,model_vendor,unknown,unknown,,,,0,chat,litellm,1,
openai,OpenAI,True,model_vendor,L1,openai,,,https://api.openai.com,223,audio_speech;audio_transcription;chat;embedding;image_generation;moderation;realtime;responses;video_generation,ai;ai.rs;aider;aiproxy;aisuite;APIPark;async-openai;autogen;AutoGPT;awaken;axonhub;bifrost;chats;claude-code-router;claude-worker-proxy;cline;coai;codex;continue;crewAI;dotnet-extensions;dspy;edgequake-llm;eino;envoy-ai-gateway;ferro-ai-gateway;graniet-llm;guidance;haystack;helicone-ai-gateway;higress;instructor;instructor-go;kalosm;langchain;langchain4j;LangChain-csharp;langchaingo;langchainjs;langchain-rust;langchain-swift;litellm;litellm-rust;llama_index;LlamaIndexTS;llm-chain;llm-connector;llmgateway;llmrust;manifest;mastra;mirascope;multi-llm;new-api;oh-my-opencode-slim;one-api;one-hub;opencode;opencode-ai;opencodex;OpenGateLLM;OpenHands;otari;outlines;pi;pinchbench;plano;portkey-gateway;pydantic-ai;rig;rllm;Roo-Code;rust_ai_sdk;rust-genai;semantic-kernel;semantic-kernel-java;simple-one-api;smg;spring-ai;swiftide;tensorzero;textgrad;traceloop-hub;unia,92,
openaimax,OpenAIMax,True,model_vendor,unknown,unknown,,,https://api.openaimax.com,0,chat,one-api,1,
opencode,OpenCode Zen,False,model_vendor,unknown,unknown,,,https://opencode.ai/zen/v1,85,chat,agent-of-empires;bifrost;claude-code-router;cline;mastra;opencode;pi,7,
opencode_go,OpenCode Go,True,model_vendor,unknown,unknown,,,https://opencode.ai/zen/go/v1,22,chat,awaken;axonhub;manifest;mastra;opencode;opencodex;pi;rust-genai,8,
openrouter,OpenRouter,True,gateway_aggregator,L4,mixed,True,,https://openrouter.ai/api;https://openrouter.ai/api/v1,472,audio_speech;chat;image_generation,agentsdk;ai.rs;aider;aiproxy;aisuite;APIPark;AutoGPT;awaken;axonhub;bifrost;cc-switch;chats;claude-code-router;cline;continue;crewAI;dspy;edgequake-llm;eino;ferro-ai-gateway;graniet-llm;haystack;higress;instructor;kalosm;langchain;LangChain-csharp;langchainjs;litellm;litellm-rust;llama_index;llm-connector;llmrust;manifest;mastra;mirascope;new-api;one-api;one-hub;opencode;opencode-ai;opencodex;OpenHands;otari;outlines;pi;pinchbench;plano;portkey-gateway;pydantic-ai;rig;rllm;Roo-Code;rust-genai;simple-one-api;swiftide;tensorzero;unia;uni-api,59,
orcarouter,OrcaRouter,True,model_vendor,unknown,unknown,,,https://api.orcarouter.ai/v1,81,chat,haystack;mastra;opencode;opencodex;outlines,5,
ovhcloud,OVHcloud AI Endpoints,True,model_vendor,unknown,unknown,,,https://oai.endpoints.kepler.ai.cloud.ovh.net/v1,30,chat,continue;litellm;llama_index;LlamaIndexTS;mastra;opencode;portkey-gateway;pydantic-ai,8,
pa_lm,PaLM,False,model_vendor,unknown,unknown,,,,0,chat,,,
palm,Palm,False,model_vendor,unknown,unknown,,,,6,chat;completion,litellm;llama_index;one-api;one-hub;portkey-gateway,5,
parallel_ai,Parallel AI,False,model_vendor,L3,unknown,,,,2,search,,,
parasail,Parasail,True,model_vendor,L2,openai,True,,,0,,bifrost;litellm,2,
perplexity,Perplexity,True,model_vendor,L2,openai,True,,https://api.perplexity.ai,45,chat;embedding;responses;search,agentsdk;ai;bifrost;ferro-ai-gateway;haystack;instructor;langchain;langchainjs;litellm;llama_index;LlamaIndexTS;llmgateway;mastra;new-api;opencode;otari;rig;unia,20,
perplexity_agent,Perplexity Agent,False,model_vendor,unknown,unknown,,,https://api.perplexity.ai/v1,18,chat,agentsdk;ai;bifrost;ferro-ai-gateway;haystack;instructor;langchain;langchainjs;litellm;llama_index;LlamaIndexTS;llmgateway;mastra;new-api;opencode;otari;rig;unia,20,
petals,Petals,True,model_vendor,unknown,unknown,,,,0,chat,litellm,1,
pinstripes,Pinstripes,False,model_vendor,L2,openai,True,,,6,chat,litellm,1,
pioneer,Pioneer,True,model_vendor,unknown,unknown,,,https://api.pioneer.ai/v1,76,chat,manifest;mastra;opencode,3,
poe,Poe,False,model_vendor,L2,openai,True,,https://api.poe.com/v1,137,chat;image_generation,litellm;mastra;opencode;Roo-Code,4,
poolside,Poolside,False,model_vendor,unknown,unknown,,,https://inference.poolside.ai/v1,4,chat,cline;mastra;opencode,3,
ppinfra,PPInfra,False,model_vendor,unknown,unknown,,,,101,chat,,,
predibase,Predibase,True,model_vendor,unknown,unknown,,,,0,chat,litellm;llama_index;portkey-gateway,3,
privatemode_ai,Privatemode AI,False,local_runtime,unknown,unknown,,,http://localhost:8080/v1,7,chat;embedding,mastra;opencode,2,
publicai,Publicai,False,model_vendor,L2,openai,True,,,9,chat,litellm,1,
qihang_ai,QiHang,False,model_vendor,unknown,unknown,,,https://api.qhaigc.net/v1,9,chat,mastra;opencode,2,
qihoo360,360,True,model_vendor,unknown,unknown,,,https://api.360.cn,0,chat,,,
qiniu_ai,Qiniu,True,model_vendor,unknown,unknown,,,https://api.qnaigc.com/v1,91,chat;image_generation,mastra;opencode,2,
ragflow,Ragflow,False,model_vendor,L2,openai,True,,,0,,litellm,1,
recraft,Recraft,False,model_vendor,L3,unknown,,,,2,image_generation,litellm;one-hub,2,
reducto,Reducto,False,model_vendor,L3,unknown,,,,2,other,litellm,1,
regolo_ai,Regolo AI,False,model_vendor,unknown,unknown,,,https://api.regolo.ai/v1,13,chat;embedding;image_generation;rerank,mastra;opencode,2,
replicate,Replicate,True,deployment_platform,unknown,unknown,,,https://api.replicate.com,40,chat,bifrost;continue;ferro-ai-gateway;litellm;llama_index;LlamaIndexTS;new-api;one-api;one-hub;portkey-gateway,10,
requesty,Requesty,True,gateway_aggregator,L4,mixed,,,https://router.requesty.ai/v1,38,chat,aisuite;cline;mastra;opencode;outlines;Roo-Code,6,
routing_run,routing.run,False,model_vendor,unknown,unknown,,,https://ai.routing.sh/v1;https://api.routing.run/v1,41,chat,mastra;opencode,2,
runwayml,Runwayml,False,model_vendor,L3,unknown,,,,6,audio_speech;image_generation;video_generation,litellm,1,
sagemaker,Sagemaker,False,cloud_platform,unknown,unknown,,,,6,chat;completion,continue;dspy;litellm;llama_index;llm-chain;otari;portkey-gateway,7,
sagemaker_chat,Sagemaker Chat,False,model_vendor,unknown,unknown,,,,0,chat,litellm,1,
sagemaker_nova,Sagemaker Nova,False,model_vendor,unknown,unknown,,,,0,chat,litellm,1,
sakana,Sakana AI,True,model_vendor,unknown,unknown,,,https://api.sakana.ai/v1,3,chat,llmgateway;mastra;opencode,3,
sambanova,Sambanova,True,deployment_platform,L2,openai,True,,,19,chat,aisuite;cline;continue;envoy-ai-gateway;ferro-ai-gateway;instructor;langchain;litellm;otari;portkey-gateway;pydantic-ai;Roo-Code,12,
sap_ai_core,SAP AI Core,False,model_vendor,unknown,unknown,,,,26,chat,agentsdk;opencode,2,
sarvam,Sarvam AI,True,model_vendor,unknown,unknown,,,https://api.sarvam.ai/v1,3,chat,bifrost;langchain;llama_index;mastra;opencode,5,
scaleway,Scaleway,True,model_vendor,unknown,unknown,,,https://api.scaleway.ai/v1,34,audio_transcription;chat;embedding,continue;mastra;opencode,3,
searxng,Searxng,False,model_vendor,L3,unknown,,,,1,search,litellm,1,
serper,Serper,False,search_provider,L3,unknown,,,,1,search,litellm,1,
siliconflow,SiliconFlow,True,model_vendor,unknown,unknown,,,https://api.siliconflow.cn;https://api.siliconflow.cn/v1;https://api.siliconflow.com/v1,174,audio_speech;chat;embedding;image_edit;other;rerank;video_generation,aiproxy;APIPark;axonhub;chats;claude-code-router;continue;llama_index;mastra;new-api;one-api;one-hub;opencode;opencodex;portkey-gateway;simple-one-api,17,
snowflake,Snowflake,False,cloud_platform,unknown,unknown,,,,37,chat;embedding,crewAI;litellm;mastra;opencode,4,
snowflake_cortex,Snowflake Cortex,False,model_vendor,unknown,unknown,,,https://${snowflake_account}.snowflakecomputing.com/api/v2/cortex/v1,21,chat,crewAI;litellm;mastra;opencode,4,
soniox,Soniox,False,model_vendor,L3,unknown,,,,2,audio_transcription,litellm,1,
sora,Sora,False,model_vendor,unknown,unknown,,,https://api.openai.com,0,chat,new-api,1,
stability,Stability,False,modal_service,L3,unknown,,,,23,image_edit;image_generation,litellm;one-hub;portkey-gateway;spring-ai,4,
stackit,STACKIT,False,model_vendor,unknown,unknown,,,https://api.openai-compat.model-serving.eu01.onstackit.cloud/v1,10,chat,haystack;mastra;opencode,3,
stepfun,StepFun (Global),True,model_vendor,unknown,unknown,,,https://api.stepfun.ai/step_plan/v1;https://api.stepfun.ai/v1;https://api.stepfun.com/v1,8,chat,aiproxy;APIPark;cc-switch;higress;llama_index;mastra;one-api;opencode,14,
stepfun_ai_step_plan,StepFun Step Plan (Global),False,model_vendor,unknown,unknown,,,https://api.stepfun.ai/step_plan/v1,3,chat,aiproxy;APIPark;cc-switch;higress;llama_index;mastra;one-api;opencode,14,
stepfun_step_plan,StepFun Step Plan (China),False,model_vendor,unknown,unknown,,,https://api.stepfun.com/step_plan/v1,4,chat,aiproxy;APIPark;cc-switch;higress;llama_index;mastra;one-api;opencode,14,
sub2_api,Sub2API,False,model_vendor,unknown,unknown,,,,0,chat,,,
subconscious,Subconscious,False,model_vendor,unknown,unknown,,,https://api.subconscious.dev/v1,2,chat,mastra;opencode,2,
submodel,submodel,True,model_vendor,unknown,unknown,,,https://llm.submodel.ai;https://llm.submodel.ai/v1,9,chat,mastra;new-api;opencode,3,
suno_api,SunoAPI,False,model_vendor,unknown,unknown,,,,0,chat,new-api;one-hub,2,
synthetic,Synthetic,False,model_vendor,L2,openai,True,,https://api.synthetic.new/openai/v1,38,chat,litellm;mastra;opencode;opencodex,4,
tavily,Tavily,False,search_provider,L3,unknown,,,,2,search,langchainjs;litellm,2,
tencent,Tencent,True,model_vendor,L2,openai,True,,https://hunyuan.tencentcloudapi.com,2,chat,aiproxy;APIPark;chats;cline;coai;higress;litellm;llm-connector;mastra;new-api;one-api;one-hub;opencode;opencodex;simple-one-api,19,
tencent_coding_plan,Tencent Coding Plan (China),False,model_vendor,unknown,unknown,,,https://api.lkeap.cloud.tencent.com/coding/v3,8,chat,aiproxy;APIPark;chats;cline;coai;higress;litellm;llm-connector;mastra;new-api;one-api;one-hub;opencode;opencodex;simple-one-api,19,
tencent_token_plan,Tencent Token Plan,False,model_vendor,unknown,unknown,,,https://api.lkeap.cloud.tencent.com/plan/v3,1,chat,aiproxy;APIPark;chats;cline;coai;higress;litellm;llm-connector;mastra;new-api;one-api;one-hub;opencode;opencodex;simple-one-api,19,
tencent_token_plan_enterprise_auto,腾讯云 Token Plan / Token Plan 企业版轻享套餐,False,model_vendor,unknown,unknown,,,https://tokenhub.tencentmaas.com/plan/v3,1,chat,,,
tencent_token_plan_enterprise_pro,腾讯云 Token Plan / Token Plan 企业版专业套餐,False,model_vendor,unknown,unknown,,,https://tokenhub.tencentmaas.com/plan/v3,16,chat,,,
tencent_token_plan_general_personal,腾讯云 Token Plan / 通用 Token Plan（个人版）,False,model_vendor,unknown,unknown,,,https://api.lkeap.cloud.tencent.com/plan/v3,8,chat,,,
tencent_token_plan_hy_personal,腾讯云 Token Plan / Hy Token Plan（个人版）,False,model_vendor,unknown,unknown,,,https://api.lkeap.cloud.tencent.com/plan/v3,2,chat,,,
tencent_tokenhub,Tencent TokenHub,False,model_vendor,unknown,unknown,,,https://tokenhub.tencentmaas.com/v1,2,chat,aiproxy;APIPark;chats;cline;coai;higress;litellm;llm-connector;mastra;new-api;one-api;one-hub;opencode;opencodex;simple-one-api,19,
tensormesh,Tensormesh,False,model_vendor,L2,openai,True,,,10,chat,litellm,1,
text_completion_codestral,Text Completion Codestral,False,model_vendor,unknown,unknown,,,,2,chat;completion,litellm,1,
text_completion_inception,Text Completion Inception,False,model_vendor,unknown,unknown,,,,1,chat;completion,litellm,1,
the_grid_ai,The Grid AI,False,model_vendor,unknown,unknown,,,https://api.thegrid.ai/v1,9,chat,mastra;opencode,2,
thinkingmachines,Thinking Machines,False,model_vendor,unknown,unknown,,,https://tinker.thinkingmachines.dev/services/tinker-prod/anthropic/api/v1,2,chat,mastra;opencode,2,
tinfoil,Tinfoil,False,model_vendor,unknown,unknown,,,https://inference.tinfoil.sh/v1,7,chat,mastra;opencode,2,
tinyfish,Tinyfish,False,model_vendor,L3,unknown,,,,1,search,,,
togetherai,Together AI,True,model_vendor,L2,openai,True,,,77,chat;embedding,agentsdk;ai;aisuite;awaken;cline;continue;dspy;envoy-ai-gateway;ferro-ai-gateway;haystack;higress;instructor;langchain;langchainjs;litellm;llama_index;LlamaIndexTS;llmgateway;mastra;mirascope;one-api;opencode;opencodex;otari;pi;plano;portkey-gateway;pydantic-ai;rig;rust-genai;tensorzero;textgrad;unia,33,
tokenflux,Tokenflux,False,model_vendor,unknown,unknown,,,,164,chat,,,
triton,Triton,False,model_vendor,unknown,unknown,,,,0,chat,higress;litellm;portkey-gateway,3,
trustedrouter,TrustedRouter,False,model_vendor,unknown,unknown,,,https://api.trustedrouter.com/v1,7,chat,mastra;opencode,2,
umans_ai,Umans AI,False,model_vendor,unknown,unknown,,,https://api.code.umans.ai/v1,6,chat,mastra;opencode,2,
umans_ai_coding_plan,Umans AI Coding Plan,False,model_vendor,unknown,unknown,,,https://api.code.umans.ai/v1,7,chat,mastra;opencode,2,
unorouter,UnoRouter,False,model_vendor,unknown,unknown,,,https://api.unorouter.com/v1,23,chat,mastra;opencode,2,
upstage,Upstage,True,model_vendor,unknown,unknown,,,https://api.upstage.ai/v1/solar,3,chat,APIPark;langchain;llama_index;mastra;opencode;portkey-gateway,6,
v0,v0,True,model_vendor,L2,openai,True,,,6,chat,agentsdk;ai;AutoGPT;axonhub;cline;litellm;llama_index;LlamaIndexTS;mastra;opencode;opencodex;pi;plano;pydantic-ai;Roo-Code,18,
venice,Venice AI,False,model_vendor,unknown,unknown,,,,75,chat,continue;opencode;opencodex,3,
vercel,Vercel AI Gateway,True,gateway_aggregator,L4,mixed,True,,,426,chat;embedding;image_generation,agentsdk;ai;AutoGPT;axonhub;cline;litellm;llama_index;LlamaIndexTS;mastra;opencode;opencodex;pi;plano;pydantic-ai;Roo-Code,18,
vertex,VertexAI,True,cloud_platform,L1,google_vertex,False,,,60,audio_speech;audio_transcription;chat;embedding;image_generation;other;video_generation,agentsdk;ai;aider;aiproxy;APIPark;awaken;bifrost;cc-switch;cline;continue;dspy;edgequake-llm;ferro-ai-gateway;haystack;higress;instructor;langchain;langchaingo;langchainjs;litellm;llama_index;llmgateway;mastra;new-api;one-api;one-hub;opencode;opencode-ai;opencodex;OpenHands;otari;pi;portkey-gateway;rig;Roo-Code;rust-genai;semantic-kernel;simple-one-api;traceloop-hub,39,
